Gene ID	ZT_15_30: LogFC	ZT_15_30: FDR	ZT_0_15: LogFC	ZT_0_15: FDR	ZT_5_45:LogFC	ZT_5_45:FDR	ZT_11_15:LogFC	ZT_11_15:FDR
FOXK1	0.224703407	0.635058227	-0.167157126	0.599300434	0.098818793	0.922438456	-0.144596967	0.787746495
FOXK2	-0.141991341	0.851793402	0.391790431	0.207414768	0.005066434	1	0.010653561	0.998349492
FOXM1	0.527121104	0.648063517	0.188084335	0.854446297	0.327466539	0.864740561	0.541286639	0.58037309
FOXN2	-0.098414981	0.892842023	-0.327181197	0.186436766	-0.163192862	0.814821773	-0.299285029	0.412225042
FOXN3	-0.085240454	0.916246981	0.012740172	0.987584497	-0.008759941	1	-0.037829834	0.971336068
FOXN4	-3.201890174	0.162241297	-1.393352862	0.53640287	-1.504320485	0.691684928	-2.780974557	0.234894581
FOXO1	0.019686144	0.98511792	0.153784326	0.679002399	0.206108162	0.756390672	0.206249471	0.677158914
FOXO3	-0.061158487	0.956918515	-0.014585701	0.990286993	-0.061934977	0.972600026	0.270804612	0.668553343
FOXO3B	0.064118019	0.985658233	0.261594391	0.845356551	-0.134214928	0.976840824	1.041264799	0.429128531
FOXO4	0.412073403	0.640088582	0.099973179	0.895005455	-0.441998672	0.646966134	-0.002647268	1
FOXP1	0.199721383	0.682271606	0.03703703	0.933622413	0.188557511	0.7644634	-0.118141477	0.845952872
FOXP2	-0.548275295	0.399526384	-0.240291461	0.651934513	0.164941465	0.922438456	-0.415960351	0.539178371
FOXP3	-0.618988783	0.854616822	-0.035833014	0.996676606	-1.967108797	0.463828291	1.562898351	0.429652482
FOXP4	-0.354424323	0.62795942	0.075575998	0.918000451	-0.305616097	0.751430589	-0.123566625	0.916564093
FOXRED1	-0.363144626	0.745282496	-0.251970478	0.75026445	-0.23318585	0.901598025	-0.604208474	0.446631412
FOXRED2	0.115677728	0.934720414	0.567296528	0.185593435	0.199000936	0.890270829	0.01133301	0.998349492
FOXS1	0.082420575	0.987806663	0.548953124	0.785418659	2.059706329	0.406765194	0.200869058	0.971336068
FPGS	0.144536876	0.928505862	-0.162515901	0.83870257	0.046226041	0.99079591	0.072184602	0.971336068
FPGT	0.161936802	0.896206548	0.15743789	0.80788555	-0.195211346	0.894124859	-0.172923276	0.877155668
FPGT-TNNI3K	0.089688827	0.956918515	0.474231182	0.422737402	0.028532223	0.999412735	-0.143371864	0.928447245
FPR1	-1.296717637	0.685283134	-3.13997314	0.056780059	-0.337812955	0.967814309	-0.044719139	0.998349492
FPR2	-1.439746961	0.717837527	-4.247151055	0.036410956	-1.487525511	0.757881072	-0.130469233	0.994523232
FPR3	0.778579332	0.550755825	1.848259333	0.007616494	0.890863807	0.517068553	0.720682756	0.56219242
FRA10AC1	-0.101963747	0.907955739	-0.048863734	0.925745957	-0.247720155	0.720080435	-0.187692707	0.752429573
FRAS1	-0.701720277	0.832737327	1.236870716	0.441672374	-0.469629264	0.932668809	-0.996311068	0.686854892
FRAT1	-0.885850381	0.587213775	-1.780837475	0.034811656	-0.219202289	0.961534855	0.086926099	0.985801931
FRAT2	-1.065306464	0.532448015	-2.082648775	0.027538533	-0.477387094	0.883967027	-0.166818326	0.964172103
FREM1	0.663177625	0.285070081	0.865376752	0.031971737	0.661652341	0.308107121	0.550971298	0.373370161
FREM2	-0.618870096	0.856001223	-1.217937152	0.419865002	-0.428501296	0.94320047	-0.989874648	0.677100498
FREM3	0.503923405	0.920956845	1.300576516	0.515485162	1.44747183	0.706605646	-0.354250561	0.950145449
FRG1	0.056350057	0.955177771	0.239289242	0.538766366	0.12104501	0.92361422	-0.147663864	0.846504681
FRG1B	-0.302158622	0.87875432	0.805170254	0.347723422	0.262253259	0.92821563	0.875257453	0.429305927
FRG2C	1.800841988	0.65289921	-0.046312008	0.998557094	0.617305111	0.950732069	-0.297549036	0.968228687
FRK	0.606122252	0.73460325	0.253526711	0.859610928	0.019905654	1	0.633616615	0.697019244
FRMD1	-0.43314398	0.802194392	-0.629558441	0.421109518	-0.41236879	0.858331722	-0.924989014	0.45456463
FRMD3	0.030357222	0.985658233	0.004834458	0.999599463	-0.346014162	0.757698662	-0.09341855	0.95400671
FRMD4A	-0.116772218	0.889240318	0.16768978	0.669078283	-0.057930635	0.968429778	-0.211177153	0.696248965
FRMD4B	0.561891022	0.308348779	0.922230852	0.006051114	0.512782093	0.415240936	0.349715731	0.58137467
FRMD6	-0.113787139	0.904702432	0.135269087	0.779076521	0.149517595	0.893639426	-0.00029322	1
FRMD8	-0.741514164	0.448288767	-0.473734312	0.555126632	-0.680844973	0.577206516	0.162962526	0.93535969
FRMPD1	-0.065077191	0.985658233	0.054494873	0.983722681	0.488487414	0.880175865	-0.136825603	0.972492028
FRMPD4	0.135630095	0.986207242	-1.293251726	0.684599022	0.511311015	0.966868523	-1.765454529	0.669552437
FRRS1	0.177410826	0.907955739	0.257015379	0.723046367	-0.195872832	0.925578078	0.054888329	0.981605809
FRS2	-0.157900612	0.712979414	-0.094291343	0.760985454	0.107262017	0.875507102	0.053142773	0.939509665
FRS3	0.130359983	0.965627963	0.006921537	1	0.070178511	0.996887759	-0.681223812	0.665272444
FRY	0.207073659	0.820707048	-0.167849391	0.76577522	0.237081794	0.831206634	0.128002725	0.908618058
FRYL	0.016469377	0.982947423	-0.081558605	0.787571109	0.081190036	0.919252747	-0.015208455	0.992882474
FRZB	0.528779008	0.833661924	1.314080346	0.237759757	1.004510469	0.632611229	1.6835726	0.17149266
FSCN1	0.338794616	0.876926099	0.05789375	0.976415661	0.268904747	0.945574541	-0.324718933	0.886030295
FSD1L	0.683980892	0.410384523	0.616812702	0.270627072	0.16560797	0.944143158	0.455151624	0.635139582
FSD2	0.435779389	0.83890559	-0.321194279	0.824468321	0.241978637	0.950732069	-0.71217003	0.639011954
FSIP1	0.690305063	0.896206548	-1.575400067	0.487434184	0.132060839	0.995332529	0.836551151	0.836568448
FSIP2	-0.386101521	0.761802419	-0.894176278	0.114942377	-0.153432167	0.954830184	-0.807475647	0.305740748
FST	0.616275199	0.692619414	0.044927998	0.982952074	0.230877601	0.947661744	-0.356631325	0.85105005
FSTL1	0.343875764	0.607116903	0.359018044	0.388396381	0.534334987	0.35606416	0.583781062	0.19362382
FSTL3	0.811579861	0.29785662	1.18950594	0.020217652	1.228327886	0.038036103	1.299700951	0.015365206
FTH1	0.474594075	0.518693322	0.574310951	0.19875261	0.238562547	0.857975435	0.412642978	0.565619909
FTH1P3	0.671107649	0.778177994	0.795436215	0.554127024	0.001301126	1	1.022542934	0.584259848
FTL	0.788684224	0.343512997	1.000743533	0.059865013	0.288199497	0.87214177	0.737162231	0.348488921
FTO	0.167679068	0.752348104	0.252819824	0.364940087	0.073069201	0.94650809	-0.043870036	0.962818347
FTSJ1	-0.3853018	0.65289921	0.325263223	0.59038466	-0.021465163	1	0.063650917	0.975464893
FTSJ2	0.050204325	0.962025769	0.34635932	0.360534501	-0.161166923	0.883967027	-0.163140365	0.832596067
FTSJ3	0.030937889	0.97932776	-0.095303244	0.859212367	-0.066928646	0.968429778	0.091786969	0.927720647
FTSJD1	0.060674922	0.954167941	0.133790777	0.790239782	0.356049558	0.61394113	0.095357303	0.927720647
FTSJD2	0.115506302	0.912302828	0.064263689	0.914439216	-0.073697915	0.966626891	0.194186992	0.788540564
FUBP1	-0.108245189	0.870635212	-0.348366096	0.156255214	-0.14435628	0.839626944	-0.142943792	0.786599481
FUBP3	-0.046530104	0.959817109	-0.016386155	0.983431281	-0.006689469	1	-0.020730609	0.993594687
FUCA1	0.504126596	0.442528591	0.489561224	0.261409444	0.267123458	0.81902021	0.437822554	0.503665318
FUCA2	0.187222254	0.795619737	0.256667733	0.49700506	0.063287294	0.968487714	0.144976881	0.853044891
FUK	0.587364277	0.655098606	0.330280971	0.753941728	-0.074319793	0.989129283	-0.09175088	0.975429784
FUNDC1	-0.311160236	0.660816152	-0.170573886	0.761780957	0.01288638	1	0.283596725	0.695319638
FUNDC2	-0.317707847	0.521963327	0.082194514	0.862324373	-0.050222009	0.97402433	-0.191128887	0.746604303
FURIN	-0.149609481	0.850601757	0.017305831	0.983722681	-0.265791233	0.714983877	-0.343844222	0.47821158
FUS	-0.18805169	0.774849361	-0.362028183	0.249241643	0.028620541	0.990118026	-0.20912502	0.719086992
FUT1	-0.022123775	0.995636409	-0.668537134	0.577999237	-0.520291496	0.856213211	-1.046333763	0.470953087
FUT10	0.130022312	0.90845737	-0.252484502	0.591254433	0.029667313	0.994816651	0.250767401	0.733143564
FUT11	0.164841634	0.886379142	-0.129141317	0.845174916	0.240871344	0.835925903	0.081258693	0.957235136
FUT4	0.035629139	0.971410561	-0.012599162	0.9889088	-0.048694229	0.97402433	0.002648474	1
FUT7	-1.333299544	0.829102669	-1.534210936	0.660645877	-2.179002459	0.729933944	0.512975082	0.954347437
FUT8	0.076723507	0.93303657	0.20399656	0.536531798	-0.121394549	0.898634975	0.123065835	0.85105005
FUZ	-0.033181619	0.992346561	0.11724033	0.93049818	-0.006495724	1	0.177531562	0.95401883
FXC1	-0.238208552	0.587431583	-0.090665865	0.817766211	-0.026344694	0.988165635	0.029404308	0.979221538
FXN	0.027612665	0.985658233	0.137617567	0.842638078	0.458974323	0.552860999	-0.061074773	0.970393625
FXR1	-0.257893681	0.500364862	-0.214890848	0.410482621	-0.216461397	0.660641991	-0.369237312	0.178371223
FXR2	-0.054543941	0.975236207	-0.278668819	0.660645877	-0.068140443	0.979470434	0.145054124	0.92104217
FXYD1	0.109285473	0.9562956	0.07955532	0.94436198	-0.074922354	0.985126163	0.510232701	0.658388441
FXYD2	0.600686036	0.881453582	-0.338926503	0.881460923	-0.556867043	0.916742927	-0.836631622	0.763830997
FXYD3	0.317418111	0.942061925	0.77323187	0.700643189	-0.921630386	0.826408018	-0.445991213	0.911687214
FXYD5	0.550769191	0.546428271	-0.090531145	0.922892561	0.35102314	0.811452634	0.184936468	0.904947608
FXYD6	0.110818558	0.908493388	0.299251932	0.415904321	-0.102092122	0.94320047	-0.148128673	0.848277653
FYB	-0.450000215	0.87085168	-1.454127445	0.164885952	0.004605061	1	0.188606362	0.960945425
FYCO1	0.089014989	0.896128337	0.231861486	0.367765389	0.104715574	0.896650071	0.132500422	0.788540564
FYN	0.230876953	0.662094911	0.142204856	0.716266576	0.308043981	0.557567763	0.019901394	0.993922888
FYTTD1	0.049859648	0.942279257	0.048664407	0.895187757	0.041282713	0.970490144	0.026724372	0.977842742
FZD1	0.343218921	0.62795942	0.490074908	0.22627305	0.167549934	0.902084295	0.309041896	0.651016663
FZD10	0.398840816	0.955177771	0.265703626	0.944016408	-0.056009961	1	-0.280840479	0.973200784
FZD2	1.188538673	0.750992698	-1.319558429	0.591726059	-0.228517183	0.981536783	2.43157262	0.412225042
FZD3	0.115360885	0.970861915	-0.789885374	0.44163265	-0.242386142	0.945069596	-0.007314499	1
FZD4	-0.015497375	0.985806013	0.233001456	0.408403428	0.081754524	0.939846918	0.093348016	0.894497042
FZD5	0.381406077	0.634999772	0.641060426	0.142776322	0.53090371	0.481816407	0.784011833	0.108615746
FZD6	0.336362067	0.582324294	-0.027731067	0.970482817	0.334207315	0.653218336	0.120480076	0.906334822
FZD7	0.217375205	0.853532848	0.105382746	0.891446128	0.186539121	0.916742927	0.214245613	0.859002165
FZD8	0.061915794	0.984118471	0.987296049	0.25940076	0.333652706	0.922749829	0.052840225	0.994988829
FZR1	-0.234219183	0.933079963	0.085857267	0.952881955	0.709167872	0.760954924	0.723339227	0.603838636
G0S2	-0.145920075	0.880884197	-0.093482529	0.870636277	-0.339516432	0.648192051	-0.0383719	0.981430576
G2E3	-0.145750499	0.856079317	-0.060889132	0.909873955	-0.155367553	0.875073327	-0.118106079	0.896475221
G3BP1	0.00359979	0.996537191	0.011357088	0.986623239	-0.076153272	0.934453967	0.011940058	0.997039145
G3BP2	-0.029277808	0.971964938	-0.099659246	0.775630436	-0.10066775	0.908570427	0.070916573	0.921634298
G6PC2	-0.105109592	0.992354434	1.418838277	0.63376382	-0.782562914	0.92821563	-0.593879034	0.921726589
G6PC3	0.281593417	0.684767557	0.758689304	0.023959888	0.056382952	0.975695006	0.116168352	0.910014715
G6PD	-0.017624374	0.992354434	-0.167260566	0.829161459	-0.006951926	1	0.17344417	0.906306217
GAA	0.101064549	0.955177771	0.36502233	0.621183586	-0.101922372	0.972085596	0.364258064	0.753937241
GAB1	-0.084129775	0.917886823	-0.145865943	0.681518347	0.253077312	0.650515912	0.216049713	0.639011954
GAB2	-0.050017913	0.945444376	-0.083779085	0.814614126	0.107466555	0.894124859	0.043394275	0.96050992
GAB3	0.001282017	1	-0.048215926	0.94701519	0.020807944	0.999653159	0.302938217	0.680603952
GABARAP	0.016190175	0.985636494	-0.077160498	0.836906566	-0.131689372	0.850849225	-0.100380137	0.869511073
GABARAPL1	-0.355542178	0.425191373	-0.319151217	0.296459521	-0.350600828	0.478964907	-0.517702779	0.106103526
GABARAPL2	-0.104552019	0.856079317	-0.176305214	0.50521144	0.012650493	0.999385453	-0.10934599	0.837017792
GABARAPL3	2.345577915	0.521963327	-1.250458731	0.57030704	-0.465635606	0.952260269	-0.099119881	0.998349492
GABBR1	-0.034225249	0.976410835	-0.29379748	0.405243316	0.288812633	0.670488138	-0.137188213	0.864821256
GABBR2	2.557227069	0.565090641	-2.16960726	0.422005068	1.224074181	0.831357214	-2.329075988	0.551683453
GABPA	-0.101297369	0.936779544	-0.179805109	0.74178834	0.0465101	0.984910608	-0.23256675	0.772469346
GABPB1	-0.1581581	0.867152597	-0.175076822	0.728615204	-0.044085198	0.983211509	0.081889864	0.946654379
GABPB2	0.140676821	0.851595801	0.039438734	0.94135392	0.024171317	0.993681859	-0.125838332	0.867223843
GABRA2	1.342654971	0.587431583	0.460429053	0.830211986	0.136349254	0.99079591	0.339427609	0.946062107
GABRA4	-3.30175415	0.29785662	0.269005731	0.939365585	-1.809233704	0.654669656	-0.074598617	0.998349492
GABRB2	1.52889173	0.324563542	1.845279102	0.069399399	2.104290875	0.106376408	1.608660594	0.234842898
GABRB3	-0.258676365	0.933314808	-0.004821206	1	0.244915461	0.95496064	-0.129319537	0.974328789
GABRE	-0.214891801	0.809013323	0.163541485	0.770966333	-0.166566674	0.904565951	-0.364332043	0.560932665
GABRP	2.010479469	0.518693322	-0.299198369	0.931317989	-0.396997965	0.968398099	-0.887844975	0.838952215
GABRR2	0.354182886	0.948164958	0.660260903	0.799786924	0.116317561	0.996907413	0.660221387	0.893637048
GAD1	2.421500317	0.539639053	1.620359989	0.534285382	-0.478300287	0.966868523	-2.628111292	0.428931163
GADD45A	-0.182170027	0.851595801	-0.047587365	0.945193951	0.017115244	1	-0.18727215	0.836983278
GADD45B	-0.097750507	0.948733578	-0.325877403	0.577242243	0.003094536	1	-0.273863386	0.803307828
GADD45G	1.776640414	0.514714232	-0.688769127	0.702432118	0.423486169	0.95500504	-1.671859677	0.466542251
GADD45GIP1	-0.027063049	0.987915031	0.346065423	0.621510568	-0.348867344	0.835925903	-0.064808125	0.977842742
GADL1	-0.418729067	0.945444376	0.557175664	0.863543371	1.218264153	0.819567815	1.879269242	0.601675667
GAK	0.138151627	0.893713059	-0.106338833	0.849341112	-0.211307344	0.832534338	-0.017768364	0.997247759
GAL	1.90909934	0.586817774	0.922919594	0.710728873	-2.89745756	0.242781019	0.076921139	0.998349492
GAL3ST1	0	1	-2.01752373	0.516931316	2.367078378	0.711748175	0	1
GAL3ST4	0.173850596	0.937903368	-0.226640741	0.813614978	-0.266538267	0.902216173	-0.252245386	0.900637927
GALC	0.264884462	0.633941605	0.14428682	0.734591525	0.0758742	0.956626465	0.093031034	0.916564093
GALE	0.465054486	0.819334148	0.362521708	0.775630436	0.736287259	0.714983877	0.09436436	0.981697913
GALK1	-0.31924439	0.937808479	0.152348927	0.944016408	0.339406076	0.957793065	0.741757293	0.798913982
GALK2	-0.142842707	0.880768243	-0.053368658	0.930044419	-0.374384853	0.564570902	-0.209534057	0.761258206
GALM	0.529831376	0.623509172	0.392835303	0.577729221	-0.087425634	0.975695006	0.426900715	0.680794606
GALNS	0.326689358	0.762271258	0.648271774	0.169093135	0.319225413	0.801806039	0.370286386	0.66193484
GALNT1	0.257634965	0.617089949	0.471041162	0.08410447	0.346274697	0.481973335	0.474352929	0.14696139
GALNT10	0.095990311	0.931761018	-0.046000761	0.940262574	0.284447204	0.714983877	0.425116421	0.36512052
GALNT11	-0.049636826	0.945444376	-0.010380931	0.9889088	-0.055919367	0.961498906	-0.090114895	0.887898427
GALNT12	0.370604777	0.802302681	-0.089489311	0.938783635	-0.645535776	0.670174729	0.410828538	0.760225928
GALNT13	-0.262022265	0.839017817	-0.208996633	0.790801437	-0.145445908	0.951713891	-0.234227272	0.862668031
GALNT14	-0.366186696	0.945444376	-0.297629128	0.92842256	0.509202606	0.953348628	-0.027695959	1
GALNT2	-0.039912556	0.966599223	0.203304505	0.570188194	0.0742856	0.955839081	0.158020257	0.795744931
GALNT3	-0.340640565	0.917466695	-0.459629556	0.758998226	-0.59492945	0.839693661	0.117609843	0.979834418
GALNT4	0.269111659	0.738379928	-0.087553766	0.894232223	0.244103194	0.828603337	0.320098912	0.651016663
GALNT5	-0.010375319	0.997788288	-0.479724049	0.720688905	-0.175765325	0.970171505	1.371875329	0.317272238
GALNT6	1.333742742	0.410384523	0.246565312	0.88500909	0.392787454	0.918630368	0.889044882	0.611093861
GALNT7	0.421225313	0.559264451	-0.002319685	1	0.056725257	0.97851962	0.07551618	0.960363365
GALNT8	1.413958482	0.663001934	1.676050342	0.445325252	-0.919622917	0.794760511	1.023204679	0.820976484
GALNTL1	0.403568941	0.753729366	0.623941632	0.357221898	0.123814233	0.969310934	-0.01546174	0.998349492
GALNTL2	-0.164088015	0.924518904	-0.276193241	0.712259218	-0.155777561	0.947661744	-0.086890583	0.96771091
GALNTL4	0.631290764	0.72781249	0.220640266	0.87647653	-0.230976604	0.94934956	-0.034026671	0.998349492
GALR1	0.348756532	0.93837256	-0.860601102	0.632759886	-2.511700561	0.202404365	-0.295437288	0.95699393
GALT	0.471911739	0.518113549	-0.506526576	0.276517123	-0.035832967	0.993681859	0.234479258	0.802942811
GAMT	0.789658526	0.612176283	-0.236836616	0.86324612	-0.180987369	0.966868523	0.605316999	0.725268434
GAN	0.174300546	0.814385331	0.25169778	0.502902079	0.36241564	0.524705535	0.27294402	0.617378674
GANAB	-0.015546847	0.985658233	0.183021366	0.511728995	-0.018511662	0.99514253	-0.045538471	0.95810543
GANC	-0.11674357	0.841436128	-0.03072004	0.942200994	0.055924811	0.961772612	-0.024463515	0.981697913
GAP43	-0.26627614	0.95108647	0.63682419	0.757266885	0.278015937	0.97402433	-1.120933617	0.752429573
GAPDH	0.095076359	0.923850494	0.273973187	0.441672374	0.108527857	0.934113125	0.327914698	0.499582565
GAPDHS	0.715489458	0.867152597	0.268670336	0.925292422	-2.34275604	0.435720663	-0.092817411	0.994174095
GAPT	-1.514149031	0.529397045	-3.133512367	0.023959888	-0.384843533	0.951472173	-0.647479168	0.84740194
GAPVD1	-0.144968463	0.736033009	-0.064045285	0.846372629	0.048160285	0.961784193	0.142393751	0.719759734
GAR1	0.083270041	0.951303115	0.254336049	0.675990486	0.387757434	0.714983877	-0.070348266	0.968425818
GARNL3	0.278544922	0.847033924	0.038285915	0.976119015	0.204189495	0.933314636	0.019688689	0.998349492
GARS	-0.010693152	0.992354434	0.358413022	0.190201244	0.1246623	0.892445816	0.270167234	0.529426579
GART	-0.464225117	0.287498255	-0.408815814	0.184776579	-0.33239072	0.564742429	-0.404685082	0.340431809
GAS1	-0.177866084	0.90455384	-0.097015034	0.9106552	0.139986043	0.950732069	-0.000105924	1
GAS2	-0.025110012	0.995636409	0.087434156	0.964958016	0.111300355	0.988006785	-0.706519177	0.757889763
GAS2L1	-0.247294194	0.864768676	0.403363173	0.563906867	0.026459084	1	0.590391393	0.488475826
GAS2L2	-3.224917551	0.23174334	3.683872265	0.046935212	0.481971806	0.933314636	0.553730442	0.908766991
GAS2L3	0.487826621	0.68710363	1.322063116	0.020217652	0.792581635	0.467943749	0.352220533	0.792244406
GAS5	-0.528980819	0.510162769	-0.977558156	0.0258203	-0.603059069	0.465731778	-0.713271921	0.233163849
GAS6	0.253028722	0.827747841	0.303197962	0.635489047	0.563354245	0.519392746	0.372828248	0.680603952
GAS7	0.080639191	0.94902571	0.389617467	0.404127909	0.3254531	0.742785888	0.041924788	0.983449475
GAS8	0.085272232	0.952453038	-0.055110502	0.94649963	0.052253837	0.987758941	0.006066661	1
GATA2	-0.224940316	0.897713885	-0.920874669	0.119319075	-0.325735335	0.845200781	0.087973278	0.969980106
GATA3	-0.106856579	0.956918515	-0.059154353	0.961111395	0.658373762	0.596944136	0.260642096	0.879421902
GATA6	0.165240495	0.936913361	0.857650096	0.21899175	0.207039751	0.950427338	0.469117729	0.733143564
GATAD1	-0.052380221	0.95564563	-0.159997794	0.697160049	0.077569261	0.95643212	-0.095295079	0.914089476
